,tweet_text
321,Acid test for  Modi and  BJP   Demonetization hits  Indian life  India  banking  SouthAsia 
322, Rs 40 lakh looted from a bank in Kishtwar in J amp K  Third such incident since  demonetization  That s how terrorists have 
323, Putting Nation over Party Politics  nitishkumar supports PM  on  Demonetization 
324,  Doltiwal I mean  JaiChandKejriwal is  hurt  by  Demonetization as the same has rendered USELESS  ed  U 00A0  U 00BD  ed  U 00B1  U 0089   acquired funds  No wo 
325, BEFORE and AFTER Gandhi ji heard they are standing there against  Demonetization   
326, BEFORE and AFTER Gandhi ji heard they are standing there against  Demonetization   
327, Huge support for PM   s  demonetization Move Across the Nation  80 86  people back demonetization  C voter su 
328, The Modi app on  DeMonetization proves once again that the govt is totally indifferent to the mounting misery and hards 
329, The Modi app on  DeMonetization proves once again that the govt is totally indifferent to the mounting misery and hards 
330, 8  This tweet of  BIBI explains why she is having a prob with  demonetization   In first part she says she can t 
331,Post the  Indian currency  Demonetization move   BJP or  Modi has garnered a huge base of  Foes and  Psychopaths    
332, The effect of  Demonetization      
333,So this is what  Demonetization has done  aside killing over 55 people    CashRush  BlackMoney 
334, BEFORE and AFTER Gandhi ji heard they are standing there against  Demonetization   
335, Rs 40 lakh looted from a bank in Kishtwar in J amp K  Third such incident since  demonetization  That s how terrorists have 
336,Reduce the perks  amp  benefits of all MP s and MLA s by 50     demonetization
337, The Modi app on  DeMonetization proves once again that the govt is totally indifferent to the mounting misery and hards 
338, BEFORE and AFTER Gandhi ji heard they are standing there against  Demonetization   
339, BEFORE and AFTER Gandhi ji heard they are standing there against  Demonetization   
340,The only thing I have gained from Modi s  demonetization is one addiction to my Hindi vocabulary  I now know the meaning of  bewafa    India
341,  Doltiwal I mean  JaiChandKejriwal is  hurt  by  Demonetization as the same has rendered USELESS  ed  U 00A0  U 00BD  ed  U 00B1  U 0089   acquired funds  No wo 
342, BEFORE and AFTER Gandhi ji heard they are standing there against  Demonetization   
343, Ts is exactly what Pappu  amp  opposition has done to themselves by opposing  Demonetization Now none can stop Modi bandwagon ti 
344, 8  This tweet of  BIBI explains why she is having a prob with  demonetization   In first part she says she can t 
345,  kindly bring your application for real survey on  demonetization to know actual truth how unhappy people are  
346, Ts is exactly what Pappu  amp  opposition has done to themselves by opposing  Demonetization Now none can stop Modi bandwagon ti 
347,  DeMonetization survey results after 24 hours 5Lacs opinions Amazing response amp  Commitment in fight against Blackmoney  
348, Rs 40 lakh looted from a bank in Kishtwar in J amp K  Third such incident since  demonetization  That s how terrorists have 
349, The Modi app on  DeMonetization proves once again that the govt is totally indifferent to the mounting misery and hards 
350,  Doltiwal I mean  JaiChandKejriwal is  hurt  by  Demonetization as the same has rendered USELESS  ed  U 00A0  U 00BD  ed  U 00B1  U 0089   acquired funds  No wo 
351, The effect of  Demonetization      
352, What is the impact of  Demonetization on various sectors like Real Estate  Consumption  Banks  Read our views here   
353, Ts is exactly what Pappu  amp  opposition has done to themselves by opposing  Demonetization Now none can stop Modi bandwagon ti 
354, How will inflation and interest rates react to  Demonetization   Read our views here    
355, 8  This tweet of  BIBI explains why she is having a prob with  demonetization   In first part she says she can t 
356,  SBI slashes bulk deposit term deposit rates drastically  CASHualty of  demonetization 
357, Interesting results from  APP poll on  DeMonetization   It is still open   Please participate 
358,  Doltiwal I mean  JaiChandKejriwal is  hurt  by  Demonetization as the same has rendered USELESS  ed  U 00A0  U 00BD  ed  U 00B1  U 0089   acquired funds  No wo 
359, 8  This tweet of  BIBI explains why she is having a prob with  demonetization   In first part she says she can t 
360, Calling all Nationalists to join    Walk for  CorruptionFreeIndia and spread the benefits of  Demonetization among the mas 
361,  Demonetization  IndiaFightsCorruption Immense courage needed to take such a momentous decision    
362, Did you vote on  Demonetization on Modi survey app 
363,  Doltiwal I mean  JaiChandKejriwal is  hurt  by  Demonetization as the same has rendered USELESS  ed  U 00A0  U 00BD  ed  U 00B1  U 0089   acquired funds  No wo 
364, BEFORE and AFTER Gandhi ji heard they are standing there against  Demonetization   
365,The Modi app on  DeMonetization proves once again that the govt is totally indifferent to the mounting misery and hardship of the people  
366, Did you vote on  Demonetization on Modi survey app 
367, And the Oscar goes to  Mr  U 092D  U 093E  U 0935  U 0941  U 0915    ed  U 00A0  U 00BD  ed  U 00B8  U 00A9  ed  U 00A0  U 00BD  ed  U 00B8  U 00A5  ed  U 00A0  U 00BD  ed  U 00B8  U 00A2  ed  U 00A0  U 00BD  ed  U 00B8  U 00AD  demonetization 
368, Survey result so far by  on  Demonetization  5 lakh response in 24 hrs  90  supports note ban   MeraDeshBadalRaha 
369,  DeMonetization survey results after 24 hours 5Lacs opinions Amazing response amp  Commitment in fight against Blackmoney  
370, 8  This tweet of  BIBI explains why she is having a prob with  demonetization   In first part she says she can t 
371, The effect of  Demonetization      
372, Rs 40 lakh looted from a bank in Kishtwar in J amp K  Third such incident since  demonetization  That s how terrorists have 
373,  DemonetizationMythsBusted Anyone dying within 20 km radius of bank is coz of  Demonetization and Modi is directly resp 
374,  Doltiwal I mean  JaiChandKejriwal is  hurt  by  Demonetization as the same has rendered USELESS  ed  U 00A0  U 00BD  ed  U 00B1  U 0089   acquired funds  No wo 
375,  Doltiwal I mean  JaiChandKejriwal is  hurt  by  Demonetization as the same has rendered USELESS  ed  U 00A0  U 00BD  ed  U 00B1  U 0089   acquired funds  No wo 
376, Ts is exactly what Pappu  amp  opposition has done to themselves by opposing  Demonetization Now none can stop Modi bandwagon ti 
377,  Ravi Shankar roots for  demonetization   hails PM    
378, Doltiwal I mean  JaiChandKejriwal is  hurt  by  Demonetization as the same has rendered USELESS  ed  U 00A0  U 00BD  ed  U 00B1  U 0089   acquired funds   
379, Rs 40 lakh looted from a bank in Kishtwar in J amp K  Third such incident since  demonetization  That s how terrorists have 
380, Today I saw 200 black money hoarders out of 125 crore standing in ques outside Parliament against  Demonetization 
381,Heard someone saying Home loans will go down soon   Demonetization may work there 
382, People these days are practicing to get the tickets when 2 0 will release by making queue in bank n ATM   demonetization 
383, BEFORE and AFTER Gandhi ji heard they are standing there against  Demonetization   
384,Do you support the Opposition s agitation against  demonetization   Participate n d DNA poll  amp  see the results    
385, Rs 40 lakh looted from a bank in Kishtwar in J amp K  Third such incident since  demonetization  That s how terrorists have 
386, BEFORE and AFTER Gandhi ji heard they are standing there against  Demonetization   
387, The effect of  Demonetization      
388, BEFORE and AFTER Gandhi ji heard they are standing there against  Demonetization   
389, Rs 40 lakh looted from a bank in Kishtwar in J amp K  Third such incident since  demonetization  That s how terrorists have 
390, After the  demonetization  searches about  NarendraModi s app are trending on app stores 
391, Question in Narendra Modi App where PM is taking feedback if people support his  DeMonetization strategy 
392, Rs 40 lakh looted from a bank in Kishtwar in J amp K  Third such incident since  demonetization  That s how terrorists have 
393, 8  This tweet of  BIBI explains why she is having a prob with  demonetization   In first part she says she can t 
394, Rs 40 lakh looted from a bank in Kishtwar in J amp K  Third such incident since  demonetization  That s how terrorists have 
395, Ts is exactly what Pappu  amp  opposition has done to themselves by opposing  Demonetization Now none can stop Modi bandwagon ti 
396, Interesting results from  APP poll on  DeMonetization   It is still open   Please participate 
397, u sayin inconvenience due to  demonetization but ur govt destroying Karnataka by constructing  steelbridge   NetaVilla
398, BEFORE and AFTER Gandhi ji heard they are standing there against  Demonetization   
399,  DeMonetization survey results after 24 hours 5Lacs opinions Amazing response amp  Commitment in fight against Blackmoney  
400, Critical question  Was PayTM informed about  Demonetization edict by PM  It s clearly fishy and requires full disclosure  amp  
